"age","gender","educ","income","religion","state","partyid","slavery","try","favors","deserve","ideo","date","marry","vote","trumpft","clintonft","color2","abtrace","checkemo","treat","treat2","raceresent","oldfash","trumpvote","trumpvclinft"
53,2,4,11,1,44,1,2,5,4,3,2,2,3,1,8,100,"3,5",1,"20",1,0,-2.15137886073419,0.37127871372956,0,-92
47,2,3,12,1,34,6,2,4,3,2,6,2,3,4,35,5,"3,5",2,"20",1,0,-1.6882875727876,0.37127871372956,0,30
65,2,5,18,2,15,1,3,2,2,4,3,1,5,1,NA,96,"3,5",1,"20",2,1,0.641644677392049,-1.35285779580556,0,NA
37,1,4,22,5,39,4,4,2,2,4,4,2,3,2,68,46,"5",2,"20",2,1,0.990046411653211,0.37127871372956,1,22
52,2,4,16,1,18,3,4,4,2,2,4,1,5,1,33,68,"6",1,"20",3,1,-0.542743650798708,-1.35285779580556,0,-35
55,1,5,7,2,5,2,1,4,1,2,4,3,3,1,1,96,"5",1,"1",4,1,-1.13920840011563,1.07792405726012,0,-95
29,2,3,18,5,21,4,5,1,1,5,4,1,3,2,67,0,"3,5",2,"20",3,1,2.5535836306069,-0.335366629801002,1,67
58,2,5,18,6,24,7,2,2,3,4,7,1,4,2,83,19,"3,5",2,"20",1,0,-0.155497510335678,-0.844112212803283,1,64
35,1,5,19,5,33,3,3,2,2,2,4,1,3,1,30,61,"3,5",1,"20",3,1,-0.110399519353879,-0.335366629801002,0,-31
46,1,4,17,1,4,2,2,2,4,5,4,2,2,1,6,58,"3,5",1,"20",3,1,-0.228215865429279,0.880024296731842,0,-52
42,2,2,4,6,10,4,3,3,3,3,4,1,3,4,16,0,"6",2,"20",2,1,-0.573490807300476,-0.335366629801002,0,16
62,2,3,22,2,22,4,4,5,4,5,5,1,5,2,100,1,"6",1,"20",2,1,-0.702531195465942,-1.35285779580556,1,99
49,2,3,19,2,6,4,2,4,2,3,4,1,5,3,21,40,"5",1,"12",4,1,-0.863525020948066,-1.35285779580556,0,-19
64,1,5,11,1,19,6,2,5,3,4,6,1,3,3,59,10,"3,5",1,"20",1,0,-1.32661630889466,-0.335366629801002,0,49
46,1,5,20,2,22,6,5,1,1,4,6,1,5,2,60,3,"3,5",2,"20",2,1,2.17756153223393,-1.35285779580556,1,57
25,2,6,15,5,33,1,1,5,5,1,1,1,5,4,1,49,"3,5",1,"20",2,1,-3.70056524520785,-1.35285779580556,0,-48
63,2,3,17,1,24,6,4,2,1,5,5,2,3,2,99,1,"3,5",2,"20",2,1,1.81480896349274,0.37127871372956,1,98
28,1,4,25,5,47,3,2,1,1,3,4,1,3,3,3,3,"3,5",1,"20",3,1,0.756334231077485,-0.335366629801002,0,0
35,1,6,17,2,29,2,4,1,3,2,5,2,1,1,73,84,"3,5",1,"20",4,1,0.179634694293712,1.38876987973412,0,-11
50,2,4,19,6,12,4,2,4,4,2,4,1,5,1,0,75,"3,5",1,"20",4,1,-2.13702802625416,-1.35285779580556,0,-75
55,1,3,19,6,39,5,4,2,2,3,NA,3,3,2,81,51,"3,5",2,"20",5,1,0.614024313280246,1.07792405726012,1,30
20,2,3,15,6,3,4,1,1,3,1,4,1,1,4,24,35,"2",1,"12,14,5",3,1,-1.24159260686274,0.682124536203561,0,-11
52,2,4,11,5,44,2,2,4,4,2,4,1,5,4,1,95,"3,5",1,"20",5,1,-2.13702802625416,-1.35285779580556,0,-94
26,2,4,20,5,44,4,1,5,5,1,4,1,5,1,0,65,"1,2,3,4,5,6",1,"1,12,14,4,16,6,8",1,0,-3.70056524520785,-1.35285779580556,0,-65
44,1,2,12,5,4,5,5,4,2,5,5,5,1,2,71,1,"3,5",2,"20",1,0,0.933724378581346,3.50870591032581,1,70
45,2,4,7,6,23,4,2,4,2,4,4,1,4,3,38,14,"3,5",2,"20",3,1,-0.487502922575102,-0.844112212803283,0,24
38,2,4,19,1,15,7,4,2,2,5,5,1,5,2,73,8,"3,5",2,"20",3,1,1.36606851002617,-1.35285779580556,1,65
48,1,4,16,1,33,3,5,1,1,5,7,1,3,1,41,55,"6",2,"20",5,1,2.5535836306069,-0.335366629801002,0,-14
58,1,4,25,2,23,4,4,2,2,3,6,1,3,2,88,2,"6",2,"11,1,16,18,9",2,1,0.614024313280246,-0.335366629801002,1,86
31,1,5,19,5,39,2,2,4,5,2,2,1,5,1,15,71,"3,5",2,"20",3,1,-2.58576847972073,-1.35285779580556,0,-56
21,2,3,3,2,44,4,2,3,1,1,1,3,3,2,46,7,"5",1,"1,15,4,7",3,1,-0.776455831374434,1.07792405726012,1,39
39,1,4,12,2,34,5,5,2,1,5,4,2,3,2,71,12,"3,5",2,"20",5,1,2.1632106977539,0.37127871372956,1,59
41,1,5,23,1,3,2,4,2,1,5,4,1,5,1,30,84,"3,5",1,"20",1,0,1.81480896349274,-1.35285779580556,0,-54
29,2,5,20,5,22,3,2,4,3,2,2,1,4,1,17,57,"3,5",1,"20",5,1,-1.6882875727876,-0.844112212803283,0,-40
37,2,4,10,1,4,5,5,1,1,5,5,2,4,2,100,NA,"4",2,"",1,0,2.5535836306069,-0.137466869272721,1,NA
39,2,5,21,2,18,5,4,3,4,4,4,1,5,1,23,30,"3,5",1,"20",2,1,-0.297807428132916,-1.35285779580556,0,-7
21,2,2,18,6,11,4,3,2,2,4,4,3,1,4,6,NA,"1",1,"20",1,0,0.641644677392049,2.09541522326469,0,NA
64,1,5,14,5,5,3,4,3,2,4,3,1,5,1,5,81,"3,5",1,"20",2,1,0.599673478800215,-1.35285779580556,0,-76
53,2,3,14,1,36,4,4,2,2,4,2,1,5,3,33,9,"4",2,"20",1,0,0.990046411653211,-1.35285779580556,0,24
62,2,5,1,6,23,4,1,5,5,1,4,1,3,3,1,9,"3,5",1,"20",5,1,-3.70056524520785,-0.335366629801002,0,-8
56,1,4,16,5,10,3,2,4,2,3,3,2,2,1,30,55,"3,5",1,"20",2,1,-0.863525020948066,0.880024296731842,0,-25
37,1,6,19,1,26,7,5,2,1,5,7,1,3,2,73,4,"3,5",2,"20",3,1,2.1632106977539,-0.335366629801002,1,69
29,1,5,17,2,23,3,3,1,1,5,3,1,2,2,67,30,"3,5",1,"2,14,10",1,0,1.85678016208457,0.17337895320128,1,37
63,1,3,11,5,44,4,2,2,3,3,4,2,2,1,3,93,"3,5",1,"20",4,1,-0.531519608708642,0.880024296731842,0,-90
61,1,4,12,6,10,4,3,3,3,4,5,3,3,3,44,7,"3,5",2,"20",3,1,-0.197468708927511,1.07792405726012,0,37
33,1,4,11,6,5,2,2,4,4,3,2,1,3,1,1,72,"3,5",1,"20",3,1,-1.7610059278812,-0.335366629801002,0,-71
41,2,3,17,6,1,7,5,5,5,5,4,1,5,2,100,2,"3,5",2,"20",1,0,-0.802869914671346,-1.35285779580556,1,98
51,1,6,25,6,47,5,3,4,4,2,5,1,3,3,0,0,"6",2,"16",5,1,-1.788626291993,-0.335366629801002,0,0
52,1,3,17,2,5,4,1,5,5,2,4,1,5,2,100,2,"3,5",2,"20",1,0,-3.32454314683488,-1.35285779580556,1,98
37,2,5,19,2,37,4,2,4,2,1,4,1,5,1,3,73,"6",2,"20",5,1,-1.61556921769399,-1.35285779580556,0,-70
54,2,5,25,2,31,4,3,2,2,3,4,1,3,2,100,50,"3,5",2,"20",1,0,0.265622579019085,-0.335366629801002,1,50
51,2,3,22,1,33,5,2,4,3,3,5,1,5,2,75,6,"3,5",2,"20",2,1,-1.31226547441463,-1.35285779580556,1,69
58,2,5,12,1,31,1,2,4,3,3,1,1,5,1,0,60,"3,5",1,"20",4,1,-1.31226547441463,-1.35285779580556,0,-60
60,2,3,1,2,3,4,2,3,3,2,4,3,3,4,7,12,"3,5",1,"20",5,1,-1.2979146399346,1.07792405726012,0,-5
34,1,2,14,6,10,5,4,3,4,3,3,3,3,2,80,50,"3",1,"1,15,18",3,1,-0.67382952650588,1.07792405726012,1,30
47,1,5,21,2,47,3,2,2,1,1,1,3,1,1,54,86,"1",2,"11,12,2,16,5",1,0,-0.386082898521439,2.09541522326469,0,-32
36,1,5,25,2,11,6,5,4,2,4,5,1,5,2,55,1,"3,5",2,"20",5,1,0.557702280208382,-1.35285779580556,1,54
57,2,4,10,6,5,7,5,1,1,5,7,1,3,NA,NA,NA,"",NA,"",NA,NA,2.5535836306069,-0.335366629801002,NA,NA
41,2,6,21,5,33,1,1,5,4,1,1,1,5,1,0,85,"3,5",1,"20",5,1,-3.25182479174128,-1.35285779580556,0,-85
43,2,5,12,5,10,4,4,2,2,4,4,2,2,4,83,89,"3,5",1,"20",2,1,0.990046411653211,0.880024296731842,0,-6
60,2,5,25,5,5,4,2,4,2,2,4,2,2,4,63,2,"3,5",2,"20",2,1,-1.23954711932103,0.880024296731842,0,61
49,2,4,24,5,33,4,2,4,3,2,2,1,5,1,2,56,"3,5",1,"20",3,1,-1.6882875727876,-1.35285779580556,0,-54
46,1,4,13,2,14,6,4,2,1,5,6,2,2,2,71,NA,"3,5",2,"20",5,1,1.81480896349274,0.880024296731842,1,NA
60,2,4,9,2,18,3,2,2,3,3,5,1,3,4,5,5,"3,5",1,"20",2,1,-0.531519608708642,-0.335366629801002,0,0
57,2,4,3,6,26,4,2,3,3,3,7,1,5,4,0,50,"3,5",2,"20",1,0,-0.921892541561637,-1.35285779580556,0,-50
59,1,6,23,1,36,2,2,4,3,3,2,1,5,1,5,90,"5",1,"20",2,1,-1.31226547441463,-1.35285779580556,0,-85
55,1,4,19,2,14,7,5,1,1,5,7,2,2,2,100,0,"3,5",2,"20",3,1,2.5535836306069,0.880024296731842,1,100
48,2,5,14,1,15,6,4,2,2,4,5,1,5,2,82,1,"4",2,"20",1,0,0.990046411653211,-1.35285779580556,1,81
50,2,4,25,5,44,4,4,2,2,4,4,1,2,2,71,15,"3,5",2,"20",4,1,0.990046411653211,0.17337895320128,1,56
35,2,5,17,5,6,4,5,3,2,3,4,2,4,2,42,29,"3,5",2,"20",5,1,0.572053114688412,-0.137466869272721,1,13
44,1,5,25,1,3,7,5,3,2,4,7,1,4,2,81,1,"3,5",2,"20",5,1,0.948075213061377,-0.844112212803283,1,80
38,1,6,23,3,39,2,2,2,1,2,2,1,4,1,NA,50,"3,5",2,"20",1,0,-0.0100608001484745,-0.844112212803283,0,NA
34,2,1,1,2,39,2,5,1,1,5,4,1,3,1,74,88,"3,5",2,"20",2,1,2.5535836306069,-0.335366629801002,0,-14
51,1,5,17,1,39,6,2,2,3,3,5,2,4,2,62,14,"3,5",2,"20",4,1,-0.531519608708642,-0.137466869272721,1,48
40,1,5,20,2,36,5,5,2,1,5,5,2,3,1,16,25,"3",2,"20",1,0,2.1632106977539,0.37127871372956,0,-9
56,1,6,25,2,33,6,5,2,3,3,5,1,3,2,60,5,"3,5",2,"20",4,1,0.513685594074842,-0.335366629801002,1,55
31,2,5,7,5,23,1,5,2,1,3,2,1,3,1,1,100,"3,5",1,"20",3,1,1.41116650100797,-0.335366629801002,0,-99
49,1,5,23,6,43,4,5,1,1,5,2,1,3,1,1,72,"3,5",1,"20",4,1,2.5535836306069,-0.335366629801002,0,-71
24,2,3,5,5,50,4,3,4,4,2,4,1,3,2,100,13,"3,5",2,"20",1,0,-1.788626291993,-0.335366629801002,1,87
32,2,5,NA,6,6,4,2,3,3,2,4,1,5,3,8,55,"3,5",1,"20",1,0,-1.2979146399346,-1.35285779580556,0,-47
48,1,5,17,5,10,3,4,2,1,3,2,1,5,1,0,80,"3,5",2,"20",2,1,1.06276476674681,-1.35285779580556,0,-80
46,2,5,24,1,11,7,5,4,2,4,7,1,1,2,95,10,"6",2,"20",2,1,0.557702280208382,0.682124536203561,1,85
35,2,3,4,2,5,2,2,4,4,2,4,1,5,1,0,97,"4",1,"12,4",2,1,-2.13702802625416,-1.35285779580556,0,-97
43,2,4,17,6,15,5,4,3,3,4,5,1,4,3,10,3,"3,5",2,"20",3,1,0.15093302533365,-0.844112212803283,0,7
52,1,5,12,6,47,1,1,1,1,5,6,1,3,1,57,73,"3,5",1,"20",2,1,1.15997669356225,-0.335366629801002,0,-16
26,2,3,9,6,14,4,3,3,1,3,4,1,3,2,53,1,"3,5",2,"20",1,0,0.323990099632656,-0.335366629801002,1,52
34,2,3,17,6,44,7,4,3,3,3,7,2,3,4,89,NA,"3,5",2,"20",2,1,-0.225089073039314,0.37127871372956,0,NA
51,2,4,23,5,14,3,4,2,2,4,2,1,5,3,NA,76,"3,5",1,"20",5,1,0.990046411653211,-1.35285779580556,0,NA
42,2,5,17,5,7,1,1,5,5,1,1,1,5,1,0,85,"3,5",1,"20",5,1,-3.70056524520785,-1.35285779580556,0,-85
31,1,3,14,2,1,3,1,3,2,2,7,1,5,1,11,100,"5",1,"1",5,1,-1.1975759207292,-1.35285779580556,0,-89
35,2,4,15,5,36,2,2,4,3,2,1,1,5,1,NA,87,"3",1,"20",1,0,-1.6882875727876,-1.35285779580556,0,NA
27,2,6,19,5,10,2,2,3,1,4,4,1,4,1,25,83,"6",1,"",3,1,0.351610463744459,-0.844112212803283,0,-58
47,1,5,18,1,49,5,5,2,1,5,7,3,2,2,55,0,"3,5",2,"20",2,1,2.1632106977539,1.5866696402624,1,55
47,1,6,12,5,5,5,1,5,5,1,5,1,5,2,80,40,"3,5",2,"20",1,0,-3.70056524520785,-1.35285779580556,1,40
56,1,4,18,2,31,4,2,4,2,2,4,1,5,1,15,72,"3,5",1,"20",5,1,-1.23954711932103,-1.35285779580556,0,-57
50,2,5,25,3,10,7,5,2,1,4,7,1,4,2,93,6,"3,5",2,"20",5,1,1.78718859938094,-0.844112212803283,1,87
55,1,3,10,5,20,4,1,2,5,1,4,1,5,2,100,10,"3,5",2,"20",1,0,-2.52944644664886,-1.35285779580556,1,90
55,2,3,10,6,39,1,2,5,3,2,2,3,3,1,1,75,"3,5",1,"20",2,1,-2.07866050564059,1.07792405726012,0,-74
30,2,4,16,5,14,4,5,1,1,3,4,1,5,4,7,15,"3,5",2,"20",4,1,1.80153943386097,-1.35285779580556,0,-8
46,1,5,21,5,39,4,2,3,3,2,2,3,3,1,7,56,"3,5",2,"20",2,1,-1.2979146399346,1.07792405726012,0,-49
49,2,4,13,6,15,4,1,3,1,4,4,2,5,4,NA,NA,"6",1,"11,2",2,1,0.00320872948329753,-0.646212452275002,0,NA
42,2,6,20,1,44,4,3,3,4,4,2,1,5,1,9,72,"3,5",1,"20",5,1,-0.646209162394077,-1.35285779580556,0,-63
21,1,4,11,4,5,2,2,2,2,3,4,2,3,2,83,72,"1",1,"1,4,7,9",3,1,-0.0827791552420761,0.37127871372956,1,11
45,2,6,20,5,11,3,2,4,4,2,3,1,3,1,3,100,"3,5",1,"20",4,1,-2.13702802625416,-0.335366629801002,0,-97
58,1,5,15,5,4,2,1,5,5,2,1,1,3,1,10,94,"6",1,"20",4,1,-3.32454314683488,-0.335366629801002,0,-84
45,2,4,21,2,31,5,4,2,2,3,4,1,4,4,23,36,"3,5",1,"20",4,1,0.614024313280246,-0.844112212803283,0,-13
22,2,5,18,5,4,2,1,5,4,2,2,1,5,1,4,74,"3,5",1,"20",5,1,-2.87580269336832,-1.35285779580556,0,-70
52,2,1,13,1,44,6,4,2,1,3,6,1,3,4,0,0,"3,5",2,"20",1,0,1.06276476674681,-0.335366629801002,0,0
54,2,5,22,1,43,1,2,4,2,3,2,1,5,3,2,61,"3,5",1,"20",3,1,-0.863525020948066,-1.35285779580556,0,-59
48,1,3,18,6,23,2,1,2,4,1,2,1,5,1,5,100,"3,5",1,"20",3,1,-2.0807059931823,-1.35285779580556,0,-95
49,1,4,16,1,44,7,5,1,1,5,7,4,1,2,78,2,"6",2,"11,1,15,16,18",3,1,2.5535836306069,2.80206056679525,1,76
37,1,4,19,1,41,6,4,2,2,4,5,1,4,2,94,1,"3,5",2,"20",5,1,0.990046411653211,-0.844112212803283,1,93
57,2,4,20,2,6,4,1,2,2,2,6,1,5,2,69,20,"3,5",1,"11,3,9",1,0,-0.807202987876201,-1.35285779580556,1,49
30,2,4,12,6,44,6,5,3,3,5,4,1,3,2,97,NA,"3,5",2,"20",2,1,0.875356857967775,-0.335366629801002,1,NA
44,1,3,18,2,10,6,4,2,2,4,6,1,2,2,62,8,"3,5",2,"20",3,1,0.990046411653211,0.17337895320128,1,54
60,2,6,23,1,26,7,5,1,1,5,7,3,1,2,100,1,"3,5",2,"20",4,1,2.5535836306069,2.09541522326469,1,99
46,1,5,23,1,37,5,5,2,1,5,5,1,3,2,100,0,"6",2,"20",5,1,2.1632106977539,-0.335366629801002,1,100
25,2,5,9,5,39,3,1,5,5,1,1,1,5,4,0,67,"3,5",NA,"",4,1,-3.70056524520785,-1.35285779580556,0,-67
64,1,5,19,3,21,2,2,2,1,4,2,2,1,1,8,93,"6",2,"20",1,0,0.741983396597454,1.38876987973412,0,-85
30,2,5,25,4,48,7,1,2,2,1,1,1,2,1,81,92,"1,2",1,"13,2,3,18,7",5,1,-1.18322508624917,0.17337895320128,0,-11
30,2,4,14,5,10,4,2,3,3,2,4,1,5,4,4,34,"3,5",1,"20",1,0,-1.2979146399346,-1.35285779580556,0,-30
61,2,6,17,2,48,1,1,5,5,1,1,1,5,1,1,93,"3,5",1,"20",4,1,-3.70056524520785,-1.35285779580556,0,-92
47,1,3,24,1,18,4,5,1,1,5,4,2,2,4,0,0,"3,5",2,"20",2,1,2.5535836306069,0.880024296731842,0,0
56,2,5,22,6,33,6,4,2,2,4,5,2,2,2,100,7,"3,6",2,"11,1,13,3,15,16,18,8,9",1,0,0.990046411653211,0.880024296731842,1,93
46,2,4,16,1,10,3,2,4,4,4,4,1,4,1,8,19,"3,5",1,"20",3,1,-1.38498382950823,-0.844112212803283,0,-11
61,2,4,20,1,5,2,4,2,2,3,4,1,3,1,2,99,"3,5",1,"20",4,1,0.614024313280246,-0.335366629801002,0,-97
47,1,4,12,6,37,1,2,4,2,2,1,1,4,1,0,85,"5",1,"20",5,1,-1.23954711932103,-0.844112212803283,0,-85
38,1,6,24,6,10,7,5,1,1,5,5,1,3,2,100,0,"3,5",2,"20",4,1,2.5535836306069,-0.335366629801002,1,100
19,1,2,3,4,43,4,2,2,2,4,4,1,4,4,NA,38,"3",2,"20",3,1,0.293242943130888,-0.844112212803283,0,NA
59,2,3,14,2,47,1,5,1,1,5,4,1,5,1,8,100,"3,5",1,"20",2,1,2.5535836306069,-1.35285779580556,0,-92
33,2,5,18,1,48,5,5,2,1,5,5,1,5,2,62,2,"3,5",2,"20",1,0,2.1632106977539,-1.35285779580556,1,60
48,1,5,21,2,38,4,3,2,3,2,4,2,2,1,1,81,"3,5",1,"20",1,0,-0.559139972820445,0.880024296731842,0,-80
49,1,2,12,2,10,7,4,2,1,5,6,1,4,2,79,2,"6",2,"20",5,1,1.81480896349274,-0.844112212803283,1,77
60,2,3,23,2,21,3,5,2,1,5,4,3,1,2,88,37,"3,5",2,"20",4,1,2.1632106977539,2.09541522326469,1,51
35,2,5,17,5,3,3,2,4,4,3,3,1,5,1,NA,50,"3,5",1,"20",2,1,-1.7610059278812,-1.35285779580556,0,NA
33,2,4,17,5,21,3,3,3,3,4,3,1,3,1,2,84,"3,5",1,"20",3,1,-0.197468708927511,-0.335366629801002,0,-82
58,2,5,17,1,25,4,4,2,2,5,6,1,3,1,1,93,"3,5",1,"20",5,1,1.36606851002617,-0.335366629801002,0,-92
57,1,4,20,6,50,2,2,3,2,4,2,1,3,1,1,100,"3,5",1,"20",4,1,-0.0971299897221069,-0.335366629801002,0,-99
62,2,5,17,5,22,5,3,3,3,3,5,1,5,2,95,3,"3,5",2,"20",5,1,-0.573490807300476,-1.35285779580556,1,92
41,1,4,21,5,26,4,3,2,3,3,4,1,5,3,50,50,"3,5",1,"20",5,1,-0.183117874447481,-1.35285779580556,0,0
23,2,5,20,1,37,6,3,3,2,2,6,1,3,2,70,19,"4",2,"1",1,0,-0.500772452206874,-0.335366629801002,1,51
58,2,3,9,2,24,7,4,2,2,4,2,4,2,2,100,2,"3,5",2,"20",4,1,0.990046411653211,2.29331498379297,1,98
35,2,4,14,2,33,4,5,2,1,4,4,1,3,3,17,31,"6",1,"20",2,1,1.78718859938094,-0.335366629801002,0,-14
26,1,4,17,2,23,5,2,1,3,2,2,2,1,2,59,76,"3,5",1,"20",2,1,-0.517168774228611,1.38876987973412,1,-17
56,2,5,25,2,33,2,4,3,2,4,3,1,3,1,NA,80,"3,5",1,"20",4,1,0.599673478800215,-0.335366629801002,0,NA
20,2,2,15,6,3,4,2,1,1,5,5,1,5,4,0,1,"3,5",1,"20",2,1,1.50837842782341,-1.35285779580556,0,-1
36,2,4,18,2,26,7,5,1,1,5,7,5,1,2,100,3,"3,5",2,"20",4,1,2.5535836306069,3.50870591032581,1,97
36,2,4,17,1,11,6,2,2,4,4,6,1,5,3,92,2,"3,5",1,"20",4,1,-0.604237963802243,-1.35285779580556,0,90
38,1,5,20,6,23,7,4,2,2,4,5,2,2,2,86,0,"3,5",2,"20",1,0,0.990046411653211,0.880024296731842,1,86
50,2,3,15,6,21,2,5,2,1,5,5,2,5,4,9,13,"3,5",2,"20",2,1,2.1632106977539,-0.646212452275002,0,-4
31,1,5,23,2,21,6,1,5,5,1,6,1,5,1,2,66,"3,5",1,"20",4,1,-3.70056524520785,-1.35285779580556,0,-64
44,1,2,23,5,5,3,2,3,2,3,3,1,5,1,10,62,"3,5",1,"20",1,0,-0.473152088095071,-1.35285779580556,0,-52
43,2,5,18,2,44,3,2,3,4,3,4,1,2,1,22,70,"3,5",2,"20",5,1,-1.3706329950282,0.17337895320128,0,-48
36,1,5,17,6,37,4,1,4,1,1,7,1,1,1,15,87,"1,3,4",1,"2,14,18",4,1,-1.51523049848859,0.682124536203561,0,-72
51,2,5,23,3,41,2,2,2,3,2,2,1,2,3,13,45,"5",1,"12,2,14,10",4,1,-0.907541707081606,0.17337895320128,0,-32
65,2,4,15,2,5,3,4,2,2,3,4,1,5,4,27,62,"3,5",1,"20",2,1,0.614024313280246,-1.35285779580556,0,-35
54,1,5,16,2,26,7,2,4,3,3,7,1,3,2,56,22,"3,5",2,"20",2,1,-1.31226547441463,-0.335366629801002,1,34
55,1,3,17,1,1,5,5,1,1,5,6,5,1,2,77,1,"3,5",2,"20",2,1,2.5535836306069,3.50870591032581,1,76
61,1,4,20,1,12,6,2,2,1,4,6,1,5,2,76,21,"6",2,"20",1,0,0.741983396597454,-1.35285779580556,1,55
25,2,3,12,5,5,4,1,4,4,3,4,1,3,4,32,40,"3,5",2,"20",4,1,-2.10940766214236,-0.335366629801002,0,-8
62,2,6,12,1,5,5,2,3,3,3,5,1,5,2,100,30,"3,5",2,"20",1,0,-0.921892541561637,-1.35285779580556,1,70
53,2,4,11,5,24,3,3,4,4,2,3,1,5,1,2,85,"5",1,"20",2,1,-1.788626291993,-1.35285779580556,0,-83
34,2,4,18,4,5,1,3,2,3,2,7,3,1,1,72,100,"1,3,4",2,"1,13,18",4,1,-0.559139972820445,2.09541522326469,0,-28
63,1,4,18,2,23,5,2,2,2,2,6,2,2,3,NA,NA,"6",1,"20",1,0,-0.45880125361504,0.880024296731842,0,NA
38,2,4,18,1,26,5,4,2,2,3,5,1,2,2,42,0,"3,5",2,"20",2,1,0.614024313280246,0.17337895320128,1,42
39,2,5,15,1,34,6,2,3,2,4,6,1,3,2,43,19,"3,5",2,"20",5,1,-0.0971299897221069,-0.335366629801002,1,24
63,2,6,23,1,34,4,4,4,2,4,6,2,2,2,81,1,"6",2,"20",4,1,0.20930054594722,0.880024296731842,1,80
38,2,3,21,5,38,5,4,5,4,1,5,1,5,2,76,8,"3,5",2,"20",4,1,-2.2066195889578,-1.35285779580556,1,68
61,1,5,25,2,5,1,2,4,4,2,2,1,4,1,9,85,"3,5",1,"20",3,1,-2.13702802625416,-0.844112212803283,0,-76
22,2,4,20,1,47,3,3,3,2,3,3,1,5,1,10,75,"3,5",2,"20",1,0,-0.12475035383391,-1.35285779580556,0,-65
20,2,4,17,6,10,6,5,2,2,4,6,1,3,2,85,NA,"3,5",2,"20",5,1,1.33844814591437,-0.335366629801002,1,NA
50,1,5,6,4,16,4,1,5,5,1,4,1,5,4,2,9,"5",1,"20",3,1,-3.70056524520785,-1.35285779580556,0,-7
31,1,5,20,2,44,6,1,1,2,2,1,2,1,2,60,45,"1,5",1,"3,16",1,0,-0.416830055023206,1.38876987973412,1,15
64,2,5,16,2,10,5,5,1,1,5,6,1,3,2,50,NA,"2",2,"1,12,14,4,19",1,0,2.5535836306069,-0.335366629801002,1,NA
57,1,5,22,6,5,5,2,2,1,4,5,1,4,3,29,10,"3,5",1,"20",1,0,0.741983396597454,-0.844112212803283,0,19
49,1,3,12,5,48,2,3,3,4,4,4,2,3,1,0,100,"2",2,"14,19",1,0,-0.646209162394077,0.37127871372956,0,-100
63,1,5,20,2,14,6,5,3,2,4,7,1,3,2,100,0,"3",2,"20",1,0,0.948075213061377,-0.335366629801002,1,100
37,1,5,19,2,33,4,1,2,2,2,5,1,2,1,NA,72,"5",1,"7",1,0,-0.807202987876201,0.17337895320128,0,NA
34,2,3,19,5,6,5,4,2,1,4,4,1,3,3,31,15,"3,5",1,"20",4,1,1.43878686511978,-0.335366629801002,0,16
25,1,6,14,2,11,1,2,2,1,1,5,3,2,1,NA,NA,"",2,"",2,1,-0.386082898521439,1.5866696402624,0,NA
59,2,4,11,2,23,1,2,1,1,4,4,2,1,1,9,84,"3,5",1,"20",5,1,1.13235632945045,1.38876987973412,0,-75
26,2,6,18,5,48,3,2,3,3,2,3,1,3,1,NA,64,"6",1,"1",4,1,-1.2979146399346,-0.335366629801002,0,NA
25,2,4,13,6,41,7,4,2,2,4,7,2,3,2,64,0,"3,5",2,"20",4,1,0.990046411653211,0.37127871372956,1,64
64,2,6,23,2,3,1,2,4,2,4,2,3,2,3,12,7,"3,5",1,"20",5,1,-0.487502922575102,1.5866696402624,0,5
33,1,6,13,5,11,5,2,2,2,5,4,1,3,3,35,0,"3,5",2,"20",4,1,0.669265041503852,-0.335366629801002,0,35
61,1,5,18,1,18,7,4,2,1,5,6,1,2,2,78,9,"3,5",2,"20",5,1,1.81480896349274,0.17337895320128,1,69
50,2,4,11,1,16,7,4,2,1,5,6,1,5,2,0,0,"3,5",2,"20",4,1,1.81480896349274,-1.35285779580556,1,0
60,2,4,19,6,44,7,5,1,1,5,6,4,1,NA,NA,NA,"",NA,"",NA,NA,2.5535836306069,2.80206056679525,NA,NA
66,2,4,17,2,47,6,4,1,1,3,4,2,3,2,91,0,"6",2,"20",3,1,1.45313769959981,0.37127871372956,1,91
44,2,5,24,2,48,4,2,2,2,2,4,1,5,4,0,40,"2",1,"20",5,1,-0.45880125361504,-1.35285779580556,0,-40
50,1,5,20,1,3,5,4,3,2,3,5,1,3,2,66,29,"6",2,"20",2,1,0.223651380427251,-0.335366629801002,1,37
48,2,2,11,6,11,3,5,3,3,5,4,4,1,2,41,52,"3,5",2,"1,14,19",1,0,0.875356857967775,2.80206056679525,1,-11
52,2,5,19,1,5,6,2,4,4,2,6,1,2,3,30,18,"3,5",1,"20",2,1,-2.13702802625416,0.17337895320128,0,12
61,1,5,18,2,22,5,4,3,2,4,5,1,5,3,2,2,"3,5",2,"20",5,1,0.599673478800215,-1.35285779580556,0,0
25,2,5,24,2,33,2,2,3,1,3,3,2,4,1,20,75,"2",1,"11,2,5,6,19",3,1,-0.0244116346285055,-0.137466869272721,0,-55
51,1,5,21,5,6,3,4,2,2,4,3,1,5,1,3,11,"3",2,"20",1,0,0.990046411653211,-1.35285779580556,0,-8
36,1,6,18,1,10,5,3,3,2,5,5,2,2,2,69,6,"3,5",1,"20",3,1,0.627293842912019,0.880024296731842,1,63
37,1,5,20,4,17,4,5,5,1,2,4,1,1,1,21,92,"1",2,"1,3,18,8,9",4,1,-0.135974395923976,0.682124536203561,0,-71
