"age","gender","educ","income","religion","state","partyid","slavery","try","favors","deserve","ideo","date","marry","vote","trumpft","clintonft","color2","abtrace","checkemo","treat","treat2","raceresent","oldfash","trumpvote","trumpvclinft"
31,1,6,25,2,17,1,3,2,2,5,2,3,3,2,86,81,"1",2,"1,6",4,1,1.01766677576501,1.07792405726012,1,5
31,2,4,17,6,29,1,2,2,2,3,4,1,4,1,16,49,"3,5",1,"20",1,0,-0.0827791552420761,-0.844112212803283,0,-33
49,2,5,13,5,39,4,2,2,2,2,4,2,3,1,48,77,"6",1,"12,15,4",5,1,-0.45880125361504,0.37127871372956,0,-29
29,1,6,24,2,39,7,3,5,4,3,7,1,3,2,99,7,"3,5",2,"20",5,1,-1.80297712647303,-0.335366629801002,1,92
56,2,4,17,1,24,7,5,1,1,5,7,1,5,2,100,NA,"5",2,"20",4,1,2.5535836306069,-1.35285779580556,1,NA
49,1,5,19,2,14,3,2,4,4,3,4,1,4,1,0,100,"3,5",1,"20",3,1,-1.7610059278812,-0.844112212803283,0,-100
32,2,4,17,2,10,5,5,2,1,5,5,1,5,3,26,6,"3,5",1,"20",1,0,2.1632106977539,-1.35285779580556,0,20
23,1,3,13,3,29,6,1,3,2,3,5,2,1,2,70,NA,"3",2,"1,3,16",5,1,-0.821553822356232,1.38876987973412,1,NA
62,2,4,20,2,10,1,2,5,5,3,4,1,5,1,3,96,"3,5",1,"20",2,1,-2.60011931420076,-1.35285779580556,0,-93
35,2,6,19,2,47,2,4,4,2,4,4,1,4,2,17,15,"3,5",2,"2,14,4,17,6,19",2,1,0.20930054594722,-0.844112212803283,1,2
64,2,5,19,5,23,4,4,3,4,3,2,1,4,1,NA,92,"3,5",1,"20",5,1,-0.67382952650588,-0.844112212803283,0,NA
22,2,3,18,2,11,4,5,2,1,5,4,1,3,2,65,2,"3,5",2,"20",2,1,2.1632106977539,-0.335366629801002,1,63
25,2,4,20,6,48,6,5,3,4,2,6,1,5,3,20,15,"3,5",2,"20",4,1,-0.701449890617683,-1.35285779580556,0,5
26,2,5,23,2,5,2,2,1,2,3,3,2,2,1,9,96,"3,5",2,"20",5,1,0.307593777610919,0.880024296731842,0,-87
26,1,6,14,6,48,2,2,3,2,2,2,2,3,1,49,78,"6",1,"13,15,18",5,1,-0.849174186468035,0.37127871372956,0,-29
49,2,4,20,6,10,3,4,3,2,3,3,1,4,3,75,20,"3,5",2,"20",5,1,0.223651380427251,-0.844112212803283,0,55
42,2,4,14,2,10,4,5,2,1,5,4,2,4,2,75,34,"6",1,"20",2,1,2.1632106977539,-0.137466869272721,1,41
34,2,5,25,5,47,3,1,4,4,2,2,1,5,1,5,80,"3,5",1,"11,1,15,4,10",4,1,-2.48542976051532,-1.35285779580556,0,-75
40,1,2,19,1,33,6,2,1,3,3,6,1,3,3,34,78,"1,2",2,"20",1,0,-0.141146675855647,-0.335366629801002,0,-44
31,1,6,21,2,10,6,1,1,1,1,7,1,1,1,NA,82,"6",1,"1,14,3",5,1,-0.344111699929605,0.682124536203561,0,NA
45,1,5,18,5,33,4,2,2,2,3,3,1,3,4,10,40,"3,5",2,"20",2,1,-0.0827791552420761,-0.335366629801002,0,-30
40,2,6,20,2,23,4,1,2,2,1,4,1,5,4,71,NA,"3,5",2,"20",5,1,-1.18322508624917,-1.35285779580556,0,NA
34,1,4,18,6,21,5,4,2,2,4,6,1,4,2,84,NA,"3,5",2,"20",2,1,0.990046411653211,-0.844112212803283,1,NA
63,1,3,18,6,28,3,5,3,2,5,2,1,5,1,2,65,"6",1,"20",3,1,1.32409731143434,-1.35285779580556,0,-63
47,2,5,22,6,15,4,2,3,3,3,4,1,5,NA,50,50,"3,5",1,"20",1,0,-0.921892541561637,-1.35285779580556,NA,0
36,1,5,20,5,33,1,1,2,2,2,4,2,1,2,97,89,"2,3",1,"1,3",5,1,-0.807202987876201,1.38876987973412,1,8
36,1,5,20,5,33,2,2,1,3,2,3,1,2,2,89,61,"2,3",1,"1,3",5,1,-0.517168774228611,0.17337895320128,1,28
59,1,4,12,1,23,1,4,1,1,4,3,1,3,3,9,8,"3,5",1,"20",3,1,1.82915979797277,-0.335366629801002,0,1
24,1,5,21,2,48,7,1,2,2,2,5,2,2,2,91,62,"1,3,6",1,"1,3,8",5,1,-0.807202987876201,0.880024296731842,1,29
38,1,5,23,1,38,1,1,1,1,1,1,1,1,2,96,96,"6",1,"11,1,13,3,16,5,7",5,1,-0.344111699929605,0.682124536203561,1,0
23,2,4,12,5,11,4,2,2,2,4,4,1,5,4,16,16,"3,5",2,"11,1,16",2,1,0.293242943130888,-1.35285779580556,0,0
27,2,4,14,5,24,4,4,2,2,4,3,1,5,3,6,0,"3,5",2,"20",3,1,0.990046411653211,-1.35285779580556,0,6
23,1,4,15,5,39,5,3,2,1,3,4,5,1,3,7,2,"3,5",2,"20",4,1,0.714363032485651,3.50870591032581,0,5
38,1,5,18,4,47,1,1,1,1,1,4,1,1,1,96,100,"1,2",1,"11,1,16,18,8",3,1,-0.344111699929605,0.682124536203561,0,-4
34,1,6,19,2,5,1,1,2,1,1,1,1,2,2,97,84,"1",1,"1,13,14,4,6",2,1,-0.7344846327826,0.17337895320128,1,13
32,1,4,13,5,10,4,2,5,4,3,4,1,5,3,39,39,"3,5",2,"20",5,1,-2.15137886073419,-1.35285779580556,0,0
31,1,5,25,2,5,4,1,1,1,1,7,1,1,1,39,100,"1",1,"1,13,3,15,18",4,1,-0.344111699929605,0.682124536203561,0,-61
35,1,5,18,2,36,2,2,3,2,3,4,1,1,1,50,71,"3,5",1,"20",4,1,-0.473152088095071,0.682124536203561,0,-21
53,2,6,25,3,31,1,2,4,5,4,2,2,2,1,NA,90,"3,5",1,"20",2,1,-1.8337242829748,0.880024296731842,0,NA
32,1,6,16,2,33,2,2,4,3,4,4,1,3,1,13,60,"6",1,"20",3,1,-0.936243376041668,-0.335366629801002,0,-47
57,2,4,18,3,10,6,5,3,2,5,4,3,3,2,81,50,"6",2,"10",5,1,1.32409731143434,1.07792405726012,1,31
36,1,4,17,2,33,2,2,2,3,2,4,2,2,1,52,70,"5",2,"1,13",1,0,-0.907541707081606,0.880024296731842,0,-18
22,1,3,20,2,43,1,1,2,2,3,6,1,2,1,84,100,"6",1,"1,14",1,0,-0.431180889503237,0.17337895320128,0,-16
53,2,6,25,3,31,1,2,5,5,2,1,1,3,1,2,87,"3,5",1,"20",2,1,-2.97614141257372,-0.335366629801002,0,-85
21,2,4,13,6,13,7,2,4,4,2,6,1,5,3,21,24,"3,5",1,"20",3,1,-2.13702802625416,-1.35285779580556,0,-3
51,2,4,18,2,10,7,4,2,2,4,7,1,2,2,85,10,"3,5",2,"20",4,1,0.990046411653211,0.17337895320128,1,75
31,1,5,19,5,33,6,2,2,2,3,2,2,3,2,91,63,"3,5",2,"20",2,1,-0.0827791552420761,0.37127871372956,1,28
20,2,4,21,1,34,6,2,3,2,3,6,1,5,2,76,19,"3,5",2,"20",5,1,-0.473152088095071,-1.35285779580556,1,57
55,1,4,21,6,48,4,5,2,2,4,4,2,2,2,92,16,"3,5",2,"20",1,0,1.33844814591437,0.880024296731842,1,76
22,1,4,18,6,26,7,2,1,1,5,7,1,4,2,38,11,"3,5",1,"11,12,14,5,6,19",3,1,1.50837842782341,-0.844112212803283,1,27
47,2,5,18,1,32,6,2,4,4,3,6,1,5,3,56,1,"3,5",2,"20",5,1,-1.7610059278812,-1.35285779580556,0,55
36,1,5,21,2,5,2,4,3,2,4,3,2,1,1,64,90,"3,5",2,"20",4,1,0.599673478800215,1.38876987973412,0,-26
20,2,4,17,5,10,4,1,5,5,1,1,1,5,4,NA,28,"2",1,"12,2,14,4,6",2,1,-3.70056524520785,-1.35285779580556,0,NA
28,1,3,18,6,33,3,3,2,3,4,3,2,3,2,84,66,"3,5",2,"20",1,0,0.192904223925484,0.37127871372956,1,18
35,2,4,17,2,24,4,2,2,2,5,4,1,5,3,14,14,"3,5",2,"20",1,0,0.669265041503852,-1.35285779580556,0,0
23,2,4,19,5,21,4,4,4,2,4,4,3,2,2,100,NA,"1,2",1,"11,1,13,18,9",1,0,0.20930054594722,1.5866696402624,1,NA
35,1,2,19,6,31,2,3,2,2,2,1,2,1,1,27,93,"3,5",1,"20",4,1,-0.110399519353879,1.38876987973412,0,-66
35,2,4,24,2,10,1,2,2,2,2,1,2,2,1,10,100,"1",1,"1,18,8",5,1,-0.45880125361504,0.880024296731842,0,-90
23,2,5,3,5,34,2,1,5,5,1,1,1,5,1,0,80,"3,5",1,"20",2,1,-3.70056524520785,-1.35285779580556,0,-80
49,2,5,14,6,37,6,5,3,3,4,6,3,5,2,25,5,"3,5",2,"20",3,1,0.499334759594811,0.0604328912555598,1,20
31,2,6,18,3,39,2,2,3,2,4,3,1,3,1,8,67,"5",2,"20",1,0,-0.0971299897221069,-0.335366629801002,0,-59
53,2,6,21,1,5,4,5,1,1,3,3,1,5,1,4,55,"3,5",2,"20",3,1,1.80153943386097,-1.35285779580556,0,-51
24,2,2,12,2,50,4,5,5,3,5,4,1,5,4,NA,NA,"5",1,"11",4,1,0.0946109922617851,-1.35285779580556,0,NA
46,2,5,23,2,10,4,5,3,1,4,4,1,3,2,89,2,"3,5",2,"20",2,1,1.39681566652794,-0.335366629801002,1,87
52,2,4,16,1,6,5,5,2,2,3,4,1,3,2,80,10,"3,5",2,"20",2,1,0.962426047541408,-0.335366629801002,1,70
29,2,5,25,5,50,6,2,2,3,4,6,1,5,3,40,30,"3,5",2,"20",1,0,-0.155497510335678,-1.35285779580556,0,10
26,1,5,21,1,10,1,2,2,2,2,4,2,2,1,38,83,"6",1,"11,1,13,4,5,18,7",1,0,-0.45880125361504,0.880024296731842,0,-45
21,1,4,2,2,26,4,4,4,2,4,4,1,3,1,30,60,"3,5",2,"20",4,1,0.20930054594722,-0.335366629801002,0,-30
36,1,6,23,2,36,3,5,2,3,3,4,1,5,1,32,60,"3,5",1,"20",3,1,0.513685594074842,-1.35285779580556,0,-28
48,1,4,19,2,34,4,2,3,3,3,4,2,4,4,2,50,"3,5",1,"20",1,0,-0.921892541561637,-0.137466869272721,0,-48
24,2,4,12,6,24,7,5,1,1,5,7,1,3,3,39,1,"3,5",1,"20",5,1,2.5535836306069,-0.335366629801002,0,38
32,1,6,20,2,5,1,3,4,2,2,7,2,4,1,61,92,"6",1,"1,3,15,18,8",4,1,-0.891145385059869,-0.137466869272721,0,-31
51,1,5,17,5,50,2,3,4,4,2,3,1,3,1,1,81,"3,5",1,"20",4,1,-1.788626291993,-0.335366629801002,0,-80
18,2,3,12,5,45,4,2,2,1,4,7,1,3,2,100,0,"3,5",2,"20",5,1,0.741983396597454,-0.335366629801002,1,100
25,2,6,21,5,33,2,2,2,2,3,4,1,5,1,NA,63,"1,2,3,4,6",1,"20",3,1,-0.0827791552420761,-1.35285779580556,0,NA
42,2,6,24,1,37,2,4,3,3,3,4,1,3,1,5,92,"3,5",1,"1,13,3,15,18,8,9",4,1,-0.225089073039314,-0.335366629801002,0,-87
40,1,4,16,1,43,5,2,3,2,2,5,1,2,1,40,91,"3,5",1,"20",4,1,-0.849174186468035,0.17337895320128,0,-51
64,2,4,20,2,33,7,4,2,4,4,5,1,5,2,100,2,"3,5",2,"20",5,1,0.0925655047200793,-1.35285779580556,1,98
35,1,5,1,2,44,6,2,1,1,3,4,1,2,2,78,60,"2",1,"11,1,12,14,3,15,5,8",1,0,0.756334231077485,0.17337895320128,1,18
50,2,6,19,1,3,5,4,4,4,4,5,1,2,2,71,6,"3,5",2,"20",5,1,-0.688180360985911,0.17337895320128,1,65
32,1,5,21,2,31,2,2,4,4,2,2,1,4,2,81,74,"6",2,"1,18",4,1,-2.13702802625416,-0.844112212803283,1,7
33,2,6,13,6,5,4,2,5,5,1,2,1,5,1,NA,67,"3,5",NA,"",3,1,-3.35216351094669,-1.35285779580556,0,NA
58,2,3,7,1,20,5,1,1,1,5,4,3,1,2,100,44,"6",1,"20",3,1,1.15997669356225,2.09541522326469,1,56
63,1,4,21,5,41,5,4,2,1,3,5,2,2,2,60,0,"3,5",2,"20",3,1,1.06276476674681,0.880024296731842,1,60
54,2,5,20,1,11,6,2,4,3,4,5,3,3,2,77,NA,"6",2,"20",3,1,-0.936243376041668,1.07792405726012,1,NA
25,2,6,19,2,10,1,4,5,5,1,2,1,4,1,30,91,"1",1,"20",1,0,-2.65536004242436,-0.844112212803283,0,-61
44,1,5,22,3,10,5,2,3,2,4,5,2,2,2,88,15,"3,5",2,"20",3,1,-0.0971299897221069,0.880024296731842,1,73
32,2,5,20,2,24,6,3,2,2,2,6,1,3,2,75,0,"3,5",2,"20",5,1,-0.110399519353879,-0.335366629801002,1,75
34,1,6,20,1,38,1,2,1,1,2,1,1,4,1,39,100,"1,5,6",1,"11,1,13,3,6,18,8",3,1,0.38031213270452,-0.844112212803283,0,-61
27,1,5,19,5,33,4,2,2,1,2,4,1,3,1,64,74,"1,3",1,"20",4,1,-0.0100608001484745,-0.335366629801002,0,-10
54,1,5,19,1,13,7,5,2,1,5,6,3,1,2,81,0,"3",2,"20",4,1,2.1632106977539,2.09541522326469,1,81
53,2,6,18,3,21,1,1,3,3,2,2,1,3,1,0,72,"3,5",1,"20",5,1,-1.64631637419576,-0.335366629801002,0,-72
36,1,5,20,2,47,6,2,3,2,3,6,2,3,2,81,60,"3,5",2,"2,17",2,1,-0.473152088095071,0.37127871372956,1,21
32,2,5,7,1,34,5,5,2,2,4,5,3,3,2,65,NA,"3,5",2,"20",5,1,1.33844814591437,1.07792405726012,1,NA
49,2,4,10,1,39,7,4,2,1,5,7,2,3,2,85,2,"3,5",2,"20",3,1,1.81480896349274,0.37127871372956,1,83
36,1,3,17,3,48,4,2,2,3,3,4,3,3,1,4,33,"1",1,"5",4,1,-0.531519608708642,1.07792405726012,0,-29
34,1,6,18,2,33,2,2,1,2,3,3,1,1,1,40,100,"1,6",1,"11,1,3,15,18,8",4,1,0.307593777610919,0.682124536203561,0,-60
37,1,6,21,6,5,5,2,1,2,1,5,1,2,1,39,51,"1",1,"13,15,4,17,8",5,1,-0.444450419135009,0.17337895320128,0,-12
35,2,6,24,2,33,1,2,2,1,2,5,2,3,1,50,75,"3,5",1,"1,16,18,8",3,1,-0.0100608001484745,0.37127871372956,0,-25
27,2,6,9,2,33,2,3,2,3,3,4,1,3,1,58,68,"6",2,"1",2,1,-0.183117874447481,-0.335366629801002,0,-10
25,1,4,25,5,5,4,3,3,3,3,4,3,3,4,6,5,"3,5",2,"20",3,1,-0.573490807300476,1.07792405726012,0,1
47,1,5,25,2,33,5,4,4,2,2,4,2,3,1,1,48,"3,5",2,"20",2,1,-0.542743650798708,0.37127871372956,0,-47
35,1,6,25,6,5,1,5,1,1,3,1,1,1,1,80,36,"1",2,"1,3",2,1,1.80153943386097,0.682124536203561,0,44
36,1,6,24,2,33,2,4,4,4,4,6,2,2,1,44,92,"1",2,"",4,1,-0.688180360985911,0.880024296731842,0,-48
48,2,4,15,6,43,5,5,5,1,1,4,5,1,1,27,87,"3,5",1,"20",4,1,-0.51199649429694,3.50870591032581,0,-60
47,2,5,13,5,10,4,5,2,1,5,4,4,1,2,14,0,"3,5",2,"20",1,0,2.1632106977539,2.80206056679525,1,14
33,2,3,17,2,24,7,4,3,3,3,4,1,5,2,67,NA,"4",2,"20",4,1,-0.225089073039314,-1.35285779580556,1,NA
40,2,3,17,2,10,6,4,2,1,5,6,2,1,2,100,30,"3,5",2,"20",1,0,1.81480896349274,1.38876987973412,1,70
33,1,6,21,1,48,5,1,1,1,1,5,1,1,2,94,76,"3,5",1,"20",2,1,-0.344111699929605,0.682124536203561,1,18
48,1,6,19,2,5,1,4,4,2,4,1,1,3,1,61,100,"6",1,"1,5,18",2,1,0.20930054594722,-0.335366629801002,0,-39
33,1,6,18,6,5,2,1,1,1,1,4,1,1,1,73,93,"2,6",1,"1,3,16,5,18,9",2,1,-0.344111699929605,0.682124536203561,0,-20
26,1,3,19,2,10,2,2,2,2,1,4,3,2,1,63,91,"3,5",1,"13,15,8",5,1,-0.834823351988004,1.5866696402624,0,-28
32,2,4,20,2,33,4,3,2,2,4,4,2,2,1,18,80,"5,6",2,"11,18,9",3,1,0.641644677392049,0.880024296731842,0,-62
47,2,4,19,1,47,6,4,3,2,5,6,1,3,3,48,51,"3,5",2,"20",4,1,0.97569557717318,-0.335366629801002,0,-3
43,1,4,11,5,23,4,5,1,1,5,4,2,2,2,72,0,"6",2,"20",5,1,2.5535836306069,0.880024296731842,1,72
36,1,6,18,2,33,3,2,2,2,2,4,2,2,1,43,90,"6",1,"1,13,18,8",4,1,-0.45880125361504,0.880024296731842,0,-47
18,1,3,13,5,38,1,2,4,2,1,1,1,5,3,0,5,"3,5",1,"20",5,1,-1.61556921769399,-1.35285779580556,0,-5
27,1,6,17,2,33,2,2,2,3,3,3,1,2,2,85,43,"1",1,"11,1,12,16,6,19,8",3,1,-0.531519608708642,0.17337895320128,1,42
35,2,4,20,5,44,5,3,4,3,2,4,1,5,3,NA,NA,"4",2,"20",4,1,-1.33988583852643,-1.35285779580556,0,NA
32,2,6,19,2,3,1,1,1,1,1,1,1,1,2,100,10,"1",2,"1,13,3,8,9",3,1,-0.344111699929605,0.682124536203561,1,90
53,2,4,24,1,7,3,5,4,2,4,3,1,5,1,10,30,"3,5",2,"20",3,1,0.557702280208382,-1.35285779580556,0,-20
43,1,3,24,2,33,4,3,4,1,2,1,1,1,3,12,81,"1",1,"1",2,1,-0.442404931593304,0.682124536203561,0,-69
18,2,2,15,NA,4,7,4,2,2,4,6,5,1,2,63,NA,"5",2,"19,8,9,10",4,1,0.990046411653211,3.50870591032581,1,NA
32,1,5,25,2,14,6,2,2,3,3,4,2,3,2,73,62,"3,5",2,"1,17",4,1,-0.531519608708642,0.37127871372956,1,11
35,2,6,23,3,14,5,4,3,2,3,5,1,5,3,21,36,"3,5",1,"20",4,1,0.223651380427251,-1.35285779580556,0,-15
34,1,5,20,2,5,1,2,1,3,2,4,3,1,2,99,32,"1",1,"1,15,16",5,1,-0.517168774228611,2.09541522326469,1,67
40,1,6,19,2,17,1,4,1,1,2,NA,1,4,1,81,100,"1",1,"11,12,14,15,17,18,1,4,5,6,7,8,9,10",5,1,1.07711560122684,-0.844112212803283,0,-19
35,1,6,24,2,14,1,1,2,1,1,1,1,1,2,75,98,"2",1,"1,12,4,16,8",2,1,-0.7344846327826,0.682124536203561,1,-23
22,2,4,11,6,23,5,4,2,2,3,5,2,3,2,75,63,"6",2,"19,20",3,1,0.614024313280246,0.37127871372956,1,12
35,2,5,24,5,11,3,2,5,5,2,2,1,5,1,NA,86,"5",1,"20",3,1,-2.97614141257372,-1.35285779580556,0,NA
36,2,5,11,5,41,4,5,2,2,3,4,1,5,4,35,35,"3,5",1,"20",1,0,0.962426047541408,-1.35285779580556,0,0
54,1,1,1,1,3,4,1,1,1,1,1,1,1,1,25,57,"1",1,"11,1,13,18",3,1,-0.344111699929605,0.682124536203561,0,-32
40,2,5,20,1,48,2,2,5,4,2,2,1,3,1,2,80,"3",1,"20",2,1,-2.52740095910716,-0.335366629801002,0,-78
29,2,4,11,2,1,2,2,2,1,2,2,2,1,2,59,77,"1",1,"1,13,16,6",2,1,-0.0100608001484745,1.38876987973412,1,-18
18,2,4,18,2,36,4,2,4,2,2,4,1,5,1,1,62,"6",1,"4",1,0,-1.23954711932103,-1.35285779580556,0,-61
38,1,5,18,6,47,1,3,2,3,2,1,1,1,1,NA,100,"1",1,"20",5,1,-0.559139972820445,0.682124536203561,0,NA
29,1,6,19,6,34,3,3,3,3,4,3,1,3,1,40,41,"3,5",1,"20",5,1,-0.197468708927511,-0.335366629801002,0,-1
21,2,4,13,5,10,1,1,5,5,1,1,1,5,1,NA,80,"3,5",1,"20",3,1,-3.70056524520785,-1.35285779580556,0,NA
23,1,4,14,5,10,2,2,2,2,5,3,1,4,4,4,8,"3,5",1,"20",4,1,0.669265041503852,-0.844112212803283,0,-4
30,1,6,17,6,39,1,2,3,3,2,6,2,1,1,0,100,"6",1,"1,18",2,1,-1.2979146399346,1.38876987973412,0,-100
25,1,6,20,2,44,6,2,1,2,2,6,2,2,2,77,45,"2",1,"13,3,17,6,8",4,1,-0.0684283207620452,0.880024296731842,1,32
46,2,5,17,1,22,5,4,2,2,5,5,2,2,2,81,2,"5",2,"20",3,1,1.36606851002617,0.880024296731842,1,79
30,1,6,20,2,10,7,2,2,1,3,3,2,2,2,71,71,"1",2,"18",1,0,0.36596129822449,0.880024296731842,1,0
35,1,5,24,2,5,1,1,1,1,1,4,1,1,1,68,100,"1",2,"1,3,16,5,18",3,1,-0.344111699929605,0.682124536203561,0,-32
28,2,5,23,2,31,5,2,4,2,2,2,1,4,2,73,27,"3,5",2,"11,16",3,1,-1.23954711932103,-0.844112212803283,1,46
39,1,5,18,2,47,7,2,2,1,2,4,1,1,2,83,30,"3,5",1,"20",3,1,-0.0100608001484745,0.682124536203561,1,53
35,2,6,14,2,10,1,1,3,4,5,1,4,4,1,19,97,"1",1,"1",5,1,-0.966990532543435,1.2758238177884,0,-78
32,2,5,15,5,6,2,2,5,5,2,3,1,5,1,2,85,"3,5",1,"20",2,1,-2.97614141257372,-1.35285779580556,0,-83
20,2,4,21,5,31,3,1,5,5,2,2,1,5,1,2,40,"3,5",1,"20",2,1,-3.32454314683488,-1.35285779580556,0,-38
23,2,5,25,1,41,7,5,2,1,5,6,1,3,2,73,0,"3,5",2,"20",2,1,2.1632106977539,-0.335366629801002,1,73
30,1,2,24,2,14,7,2,2,2,2,4,2,2,2,75,50,"1,2,6",1,"1,3,15,5,18",3,1,-0.45880125361504,0.880024296731842,1,25
43,2,3,17,2,10,4,3,3,3,3,4,3,3,3,40,40,"3,5",1,"20",1,0,-0.573490807300476,1.07792405726012,0,0
46,2,4,13,6,15,4,5,3,1,3,4,1,3,2,89,NA,"3,5",2,"20",3,1,1.02079356815498,-0.335366629801002,1,NA
32,1,5,18,1,5,5,2,2,2,1,6,2,2,2,92,73,"2",1,"1",2,1,-0.834823351988004,0.880024296731842,1,19
35,1,6,24,2,5,2,1,2,1,2,4,1,2,2,90,100,"1,4",1,"12,3,16",1,0,-0.358462534409636,0.17337895320128,1,-10
30,2,4,15,2,36,4,2,1,1,2,4,1,2,2,36,NA,"4",2,"20",1,0,0.38031213270452,0.17337895320128,1,NA
24,1,6,23,5,48,3,1,1,1,1,3,1,1,1,90,51,"1,6",1,"1,3",1,0,-0.344111699929605,0.682124536203561,0,39
32,1,6,20,6,21,4,1,4,3,2,4,1,5,4,12,12,"2",2,"20",3,1,-2.03668930704876,-1.35285779580556,0,0
21,2,4,5,1,37,7,2,2,2,1,6,1,5,2,100,0,"3,5",2,"20",2,1,-0.834823351988004,-1.35285779580556,1,100
36,1,3,18,1,5,4,2,2,2,2,4,2,2,2,62,65,"1,6",1,"1",5,1,-0.45880125361504,0.880024296731842,1,-3
36,1,2,NA,2,33,5,2,2,2,2,5,2,2,2,72,70,"1",2,"2,16",4,1,-0.45880125361504,0.880024296731842,1,2
45,2,5,21,1,47,1,1,4,5,1,2,1,5,1,13,95,"3,5",1,"20",3,1,-3.31019231235485,-1.35285779580556,0,-82
38,1,6,6,6,37,3,1,5,5,1,1,1,5,1,NA,68,"3,5",1,"20",2,1,-3.70056524520785,-1.35285779580556,0,NA
28,1,6,20,5,5,4,1,1,1,2,4,1,1,1,1,63,"3,5",1,"20",5,1,0.0319103984433592,0.682124536203561,0,-62
36,1,6,18,2,14,1,3,3,3,2,6,2,3,1,5,100,"3,5",1,"1",3,1,-0.94951290567344,0.37127871372956,0,-95
46,2,6,21,2,36,3,3,3,2,4,4,1,2,1,1,81,"6",2,"20",1,0,0.251271744539054,0.17337895320128,0,-80
30,2,5,19,2,5,3,1,2,3,1,7,1,2,2,100,45,"3,5",1,"1,13,16,18,8",3,1,-1.63196553971573,0.17337895320128,1,55
39,2,3,7,5,26,5,2,2,2,2,4,1,5,3,78,100,"3,5",2,"20",3,1,-0.45880125361504,-1.35285779580556,0,-22
25,1,4,19,4,10,6,5,2,1,5,6,1,1,4,74,0,"3,5",2,"20",5,1,2.1632106977539,0.682124536203561,0,74
32,1,5,19,2,33,2,2,2,2,2,5,2,2,1,14,15,"1",1,"1,13,3,18",3,1,-0.45880125361504,0.880024296731842,0,-1
52,2,5,16,1,25,7,5,1,1,5,7,1,3,2,90,7,"4",2,"11,1,15,8,9",3,1,2.5535836306069,-0.335366629801002,1,83
24,2,3,11,5,43,4,1,4,4,3,4,1,5,4,54,47,"3,5",1,"12,14,6,19",5,1,-2.10940766214236,-1.35285779580556,0,7
30,2,6,23,5,9,1,1,5,5,1,2,1,5,1,3,100,"3,5",1,"20",3,1,-3.70056524520785,-1.35285779580556,0,-97
21,1,4,25,2,10,4,2,3,3,2,3,1,4,1,75,79,"3,5",1,"14,10",1,0,-1.2979146399346,-0.844112212803283,0,-4
25,2,3,14,6,7,4,3,3,3,3,4,1,5,1,NA,100,"6",1,"20",5,1,-0.573490807300476,-1.35285779580556,0,NA
44,1,2,24,5,31,4,5,1,1,3,4,1,3,2,90,0,"3,5",2,"20",2,1,1.80153943386097,-0.335366629801002,1,90
28,2,4,19,2,6,3,2,3,2,3,1,1,5,3,0,50,"3,5",1,"20",4,1,-0.473152088095071,-1.35285779580556,0,-50
47,2,5,13,2,24,1,1,4,3,2,1,1,3,1,NA,68,"5",1,"20",1,0,-2.03668930704876,-0.335366629801002,0,NA
35,2,4,24,2,10,6,1,2,1,1,1,1,1,1,7,100,"1",2,"11,1",2,1,-0.7344846327826,0.682124536203561,0,-93
21,1,4,17,6,23,6,2,2,1,4,5,1,4,2,68,20,"6",1,"11,1,14,5,17",4,1,0.741983396597454,-0.844112212803283,1,48
41,2,6,20,5,44,3,2,4,3,3,3,1,4,4,0,69,"5",2,"11,1,16",2,1,-1.31226547441463,-0.844112212803283,0,-69
19,1,4,16,2,28,2,4,5,4,2,2,1,5,1,0,80,"3,5",1,"20",1,0,-1.83059749058483,-1.35285779580556,0,-80
40,2,5,19,6,39,2,4,3,4,3,3,1,4,1,4,70,"3,5",1,"20",1,0,-0.67382952650588,-0.844112212803283,0,-66
38,2,5,11,5,23,4,5,1,1,4,4,1,5,4,21,NA,"3,5",2,"20",5,1,2.17756153223393,-1.35285779580556,0,NA
33,2,6,19,2,47,2,4,4,2,3,3,1,4,1,33,67,"3,5",1,"20",4,1,-0.166721552425744,-0.844112212803283,0,-34
31,2,6,19,2,10,2,2,2,2,2,2,2,2,1,22,92,"1,6",1,"11,13,2,3,10",3,1,-0.45880125361504,0.880024296731842,0,-70
42,2,2,8,6,11,4,5,3,3,3,4,1,5,4,87,17,"3,5",2,"20",4,1,0.123312661221847,-1.35285779580556,0,70
34,2,4,25,1,10,7,3,3,3,3,4,3,3,2,85,57,"1",1,"1",1,0,-0.573490807300476,1.07792405726012,1,28
19,1,3,4,2,6,3,1,2,2,1,2,1,2,1,89,71,"1",1,"13,2,4,17,7",4,1,-1.18322508624917,0.17337895320128,0,18
35,1,3,16,4,48,3,4,3,1,2,3,3,2,2,65,38,"1",1,"14,18,8",2,1,0.296369735520853,1.5866696402624,1,27
35,1,6,24,5,5,2,1,1,2,1,4,1,1,1,19,100,"",1,"1,12,3",3,1,-0.792852153396171,0.682124536203561,0,-81
50,2,4,3,6,3,3,5,1,1,5,4,1,3,2,81,3,"3,5",2,"20",1,0,2.5535836306069,-0.335366629801002,1,78
26,1,5,25,2,31,2,3,2,3,2,2,2,3,1,12,87,"6",1,"14,3,18,8",5,1,-0.559139972820445,0.37127871372956,0,-75
30,1,6,19,2,38,3,4,2,2,4,4,3,2,NA,NA,NA,"",NA,"",NA,NA,0.990046411653211,1.5866696402624,NA,NA
